battle_turn,pikachu_hp
Round 1828 - Turn 00:00,30.60082955085123
Round 1828 - Turn 01:00,2.561386781277795
Round 1828 - Turn 02:00,65.26268096160832
Round 1828 - Turn 03:00,48.77002753386992
Round 1828 - Turn 04:00,67.4279289705549
Round 1828 - Turn 05:00,33.18963164141098
Round 1828 - Turn 06:00,25.223803141400893
Round 1828 - Turn 07:00,3.3723886404349015
Round 1828 - Turn 08:00,12.44643676556826
Round 1828 - Turn 09:00,25.71112841686901
Round 1828 - Turn 10:00,3.4365062113078366
Round 1828 - Turn 11:00,3.226527546144701
Round 1828 - Turn 12:00,9.610220028749204
Round 1828 - Turn 13:00,2.765860891662523
Round 1828 - Turn 14:00,2.503190765056972
Round 1828 - Turn 15:00,2.5268746693301765
Round 1828 - Turn 16:00,48.08744482829231
Round 1828 - Turn 17:00,20.021167068565696
Round 1828 - Turn 18:00,2.2251567623008466
Round 1828 - Turn 19:00,2.392906752337879
Round 1828 - Turn 20:00,5.19395100340369
Round 1828 - Turn 21:00,2.23319164862818
Round 1828 - Turn 22:00,64.77094124314475
Round 1828 - Turn 23:00,67.14217647342817
Round 1829 - Turn 00:00,3.1127895041384743
Round 1829 - Turn 01:00,50.05468702613484
Round 1829 - Turn 02:00,41.177643622846674
Round 1829 - Turn 03:00,2.1412848910503186
Round 1829 - Turn 04:00,66.16294301492941
Round 1829 - Turn 05:00,12.539398330919045
Round 1829 - Turn 06:00,19.523012956414423
Round 1829 - Turn 07:00,2.445751130136156
Round 1829 - Turn 08:00,41.0835517046911
Round 1829 - Turn 09:00,26.45108189224058
Round 1829 - Turn 10:00,2.221821463702921
Round 1829 - Turn 11:00,51.273901794925095
Round 1829 - Turn 12:00,3.6712683851409507
Round 1829 - Turn 13:00,21.54369751543022
Round 1829 - Turn 14:00,2.6693582794649453
Round 1829 - Turn 15:00,65.42337442677409
Round 1829 - Turn 16:00,62.386039685304034
Round 1829 - Turn 17:00,3.0367927842587035
Round 1829 - Turn 18:00,9.487264594634928
Round 1829 - Turn 19:00,3.8556813789426023
Round 1829 - Turn 20:00,25.76764149247033
Round 1829 - Turn 21:00,14.55153404478082
Round 1829 - Turn 22:00,16.35696470331745
Round 1829 - Turn 23:00,2.5125105776079066
