battle_turn,pikachu_hp
Round 1828 - Turn 00:00,20.60929368254362
Round 1828 - Turn 01:00,11.170917668495438
Round 1828 - Turn 02:00,66.82772959606902
Round 1828 - Turn 03:00,56.35001357036939
Round 1828 - Turn 04:00,61.72670476098228
Round 1828 - Turn 05:00,40.947674084791096
Round 1828 - Turn 06:00,40.64213819146267
Round 1828 - Turn 07:00,19.530272523392238
Round 1828 - Turn 08:00,19.442486094874848
Round 1828 - Turn 09:00,20.179802280131693
Round 1828 - Turn 10:00,16.477158076267212
Round 1828 - Turn 11:00,14.385125738023124
Round 1828 - Turn 12:00,32.53334666353783
Round 1828 - Turn 13:00,10.225171229407733
Round 1828 - Turn 14:00,42.11489761815466
Round 1828 - Turn 15:00,18.293794553746196
Round 1828 - Turn 16:00,48.2885894451594
Round 1828 - Turn 17:00,24.359700622115326
Round 1828 - Turn 18:00,13.6801395031542
Round 1828 - Turn 19:00,16.57955226631843
Round 1828 - Turn 20:00,18.088960791619375
Round 1828 - Turn 21:00,16.515074012298626
Round 1828 - Turn 22:00,81.0
Round 1828 - Turn 23:00,73.752846729894
Round 1829 - Turn 00:00,18.027491457093596
Round 1829 - Turn 01:00,54.28645202273785
Round 1829 - Turn 02:00,42.893913694640894
Round 1829 - Turn 03:00,7.800286946375982
Round 1829 - Turn 04:00,68.40671600620522
Round 1829 - Turn 05:00,11.891543437311045
Round 1829 - Turn 06:00,27.02874125871956
Round 1829 - Turn 07:00,7.034006453696542
Round 1829 - Turn 08:00,49.12849099257648
Round 1829 - Turn 09:00,30.0092741807699
Round 1829 - Turn 10:00,14.549184088294314
Round 1829 - Turn 11:00,53.62945875025308
Round 1829 - Turn 12:00,22.616002745224236
Round 1829 - Turn 13:00,35.107785788710395
Round 1829 - Turn 14:00,11.59770849669313
Round 1829 - Turn 15:00,64.14731571285988
Round 1829 - Turn 16:00,62.70905422980653
Round 1829 - Turn 17:00,13.084791992696175
Round 1829 - Turn 18:00,18.788268965240896
Round 1829 - Turn 19:00,18.710583305381583
Round 1829 - Turn 20:00,22.22542389733585
Round 1829 - Turn 21:00,25.25612632117403
Round 1829 - Turn 22:00,29.86689693978158
Round 1829 - Turn 23:00,13.757148334246882
Round 1830 - Turn 00:00,61.361505672397364
Round 1830 - Turn 01:00,48.45298414356219
Round 1830 - Turn 02:00,12.72134877887182
Round 1830 - Turn 03:00,33.55471436269034
Round 1830 - Turn 04:00,19.657180332472013
Round 1830 - Turn 05:00,9.398258692037109
Round 1830 - Turn 06:00,15.758382358410467
Round 1830 - Turn 07:00,54.902562014271034
Round 1830 - Turn 08:00,51.02825655476899
Round 1830 - Turn 09:00,36.77049720558648
Round 1830 - Turn 10:00,18.11072821885267
Round 1830 - Turn 11:00,9.95292926282326
Round 1830 - Turn 12:00,44.83790523118754
Round 1830 - Turn 13:00,17.584747565264053
Round 1830 - Turn 14:00,12.060459187267774
Round 1830 - Turn 15:00,57.078218665414106
Round 1830 - Turn 16:00,28.00096018924705
Round 1830 - Turn 17:00,11.487443384817718
Round 1830 - Turn 18:00,22.066484936802222
Round 1830 - Turn 19:00,13.911451852156516
Round 1830 - Turn 20:00,39.57095263908517
Round 1830 - Turn 21:00,25.167811027046668
Round 1830 - Turn 22:00,17.20390835934481
Round 1830 - Turn 23:00,38.17790576567701
Round 1831 - Turn 00:00,17.776260649013462
Round 1831 - Turn 01:00,17.17894501757342
Round 1831 - Turn 02:00,30.09242853058603
Round 1831 - Turn 03:00,26.42025022867864
Round 1831 - Turn 04:00,11.296466579870073
Round 1831 - Turn 05:00,18.13369395500391
Round 1831 - Turn 06:00,18.754327364270722
Round 1831 - Turn 07:00,71.75397970702318
Round 1831 - Turn 08:00,38.29360365815545
Round 1831 - Turn 09:00,17.857401834275162
Round 1831 - Turn 10:00,16.12833722446296
Round 1831 - Turn 11:00,73.43947856625493
Round 1831 - Turn 12:00,26.364340894894497
Round 1831 - Turn 13:00,11.639644823677125
Round 1831 - Turn 14:00,36.979339951694286
Round 1831 - Turn 15:00,31.83214693811152
Round 1831 - Turn 16:00,11.178846535909205
Round 1831 - Turn 17:00,28.622534498722523
Round 1831 - Turn 18:00,12.573817929453877
Round 1831 - Turn 19:00,34.890134290897684
Round 1831 - Turn 20:00,12.331757792176703
Round 1831 - Turn 21:00,56.12042879046798
Round 1831 - Turn 22:00,40.426416799861805
Round 1831 - Turn 23:00,13.30457515699793
Round 1832 - Turn 00:00,37.16904782181535
Round 1832 - Turn 01:00,67.35478647680098
Round 1832 - Turn 02:00,26.829207578073213
Round 1832 - Turn 03:00,29.4178584646396
Round 1832 - Turn 04:00,9.576884899091215
Round 1832 - Turn 05:00,21.748029335877806
Round 1832 - Turn 06:00,60.23469651296073
Round 1832 - Turn 07:00,34.652483188636126
Round 1832 - Turn 08:00,60.30135227200306
Round 1832 - Turn 09:00,21.40837112170297
Round 1832 - Turn 10:00,63.38449615156921
Round 1832 - Turn 11:00,16.721696317463277
Round 1832 - Turn 12:00,19.609446338544217
Round 1832 - Turn 13:00,12.981041025434802
Round 1832 - Turn 14:00,54.22080475041038
Round 1832 - Turn 15:00,36.0129102117017
Round 1832 - Turn 16:00,11.628036200782084
Round 1832 - Turn 17:00,32.44998787737938
Round 1832 - Turn 18:00,16.55919305312505
Round 1832 - Turn 19:00,15.229741765540426
Round 1832 - Turn 20:00,9.909081825814788
Round 1832 - Turn 21:00,30.321252441115533
Round 1832 - Turn 22:00,35.29843123840909
Round 1832 - Turn 23:00,34.945793192253575
Round 1833 - Turn 00:00,10.305958937183632
