battle_turn,pikachu_hp
Round 1828 - Turn 00:00,21.093799973484888
Round 1828 - Turn 01:00,11.202764413575713
Round 1828 - Turn 02:00,64.8692576515934
Round 1828 - Turn 03:00,54.19313737170763
Round 1828 - Turn 04:00,61.95867263418171
Round 1828 - Turn 05:00,39.316232635371406
Round 1828 - Turn 06:00,32.9711713150969
Round 1828 - Turn 07:00,15.848657231634174
Round 1828 - Turn 08:00,15.155952954912216
Round 1828 - Turn 09:00,18.524339245736645
Round 1828 - Turn 10:00,13.736049079895793
Round 1828 - Turn 11:00,16.247673526765134
Round 1828 - Turn 12:00,33.460702527671984
Round 1828 - Turn 13:00,10.496420191953005
Round 1828 - Turn 14:00,31.25556324369325
Round 1828 - Turn 15:00,15.332615726804
Round 1828 - Turn 16:00,43.95074004563621
Round 1828 - Turn 17:00,24.375942439618196
Round 1828 - Turn 18:00,11.71129703587496
Round 1828 - Turn 19:00,15.019298917840185
Round 1828 - Turn 20:00,16.257458344132743
Round 1828 - Turn 21:00,14.508082049076293
Round 1828 - Turn 22:00,68.5109344064365
Round 1828 - Turn 23:00,71.27813870739523
Round 1829 - Turn 00:00,14.546229620563434
Round 1829 - Turn 01:00,53.81550914204316
Round 1829 - Turn 02:00,41.89000531409154
Round 1829 - Turn 03:00,10.631488192038042
Round 1829 - Turn 04:00,65.56600240528086
Round 1829 - Turn 05:00,16.176235898794232
Round 1829 - Turn 06:00,25.687711474487973
Round 1829 - Turn 07:00,11.792928150970727
Round 1829 - Turn 08:00,50.80921079533143
Round 1829 - Turn 09:00,31.21480399924188
Round 1829 - Turn 10:00,17.03422489356495
Round 1829 - Turn 11:00,56.27683057307039
Round 1829 - Turn 12:00,19.91879599095297
Round 1829 - Turn 13:00,31.874230215520846
Round 1829 - Turn 14:00,11.732517799950855
Round 1829 - Turn 15:00,64.38592840457501
Round 1829 - Turn 16:00,65.7741488448085
Round 1829 - Turn 17:00,13.887528898838276
Round 1829 - Turn 18:00,17.30425198935491
Round 1829 - Turn 19:00,17.861754154855568
Round 1829 - Turn 20:00,18.541289079479046
Round 1829 - Turn 21:00,20.685064952620017
Round 1829 - Turn 22:00,25.873245257348696
Round 1829 - Turn 23:00,11.286129162411358
Round 1830 - Turn 00:00,61.22178084536865
Round 1830 - Turn 01:00,44.743411020356625
Round 1830 - Turn 02:00,14.193270830457951
Round 1830 - Turn 03:00,30.82161868766535
Round 1830 - Turn 04:00,22.27781239694215
Round 1830 - Turn 05:00,10.537745319769297
Round 1830 - Turn 06:00,17.309546611763523
Round 1830 - Turn 07:00,57.132815075831616
Round 1830 - Turn 08:00,47.497383981074684
Round 1830 - Turn 09:00,41.234026680880326
Round 1830 - Turn 10:00,17.270836642737745
Round 1830 - Turn 11:00,11.54591285611725
Round 1830 - Turn 12:00,44.81628917277669
Round 1830 - Turn 13:00,16.174646065671634
Round 1830 - Turn 14:00,10.178578191080865
Round 1830 - Turn 15:00,56.96326814396177
Round 1830 - Turn 16:00,25.968329102061766
Round 1830 - Turn 17:00,11.415219425987116
Round 1830 - Turn 18:00,18.784741642790017
Round 1830 - Turn 19:00,12.648166051758391
Round 1830 - Turn 20:00,40.007143477944986
Round 1830 - Turn 21:00,24.353303330501486
Round 1830 - Turn 22:00,13.544284920729183
Round 1830 - Turn 23:00,41.247626170101896
Round 1831 - Turn 00:00,14.231841708030224
Round 1831 - Turn 01:00,14.638925750422144
Round 1831 - Turn 02:00,31.833983222750188
Round 1831 - Turn 03:00,27.203641365774608
Round 1831 - Turn 04:00,12.874517116884485
Round 1831 - Turn 05:00,16.102797804266483
Round 1831 - Turn 06:00,13.570193685680211
Round 1831 - Turn 07:00,70.63278944391837
Round 1831 - Turn 08:00,39.38120451881843
Round 1831 - Turn 09:00,15.274157469996263
Round 1831 - Turn 10:00,15.567449962613667
Round 1831 - Turn 11:00,71.88596062470616
Round 1831 - Turn 12:00,24.58165852980626
Round 1831 - Turn 13:00,10.803244399900496
Round 1831 - Turn 14:00,37.8362926936717
Round 1831 - Turn 15:00,30.876524082823988
Round 1831 - Turn 16:00,13.289890354613338
Round 1831 - Turn 17:00,27.604420599933384
Round 1831 - Turn 18:00,12.905425725662067
Round 1831 - Turn 19:00,31.42000200947503
Round 1831 - Turn 20:00,14.778725012827588
Round 1831 - Turn 21:00,56.83896684663658
Round 1831 - Turn 22:00,42.06081149372483
Round 1831 - Turn 23:00,14.573010453258494
Round 1832 - Turn 00:00,28.21005235311722
Round 1832 - Turn 01:00,66.22293770685576
Round 1832 - Turn 02:00,23.494867699175927
Round 1832 - Turn 03:00,27.935812104634067
Round 1832 - Turn 04:00,11.84764206580204
Round 1832 - Turn 05:00,18.026718807930823
Round 1832 - Turn 06:00,60.09096324015629
Round 1832 - Turn 07:00,33.61629032540363
Round 1832 - Turn 08:00,62.18225851508372
Round 1832 - Turn 09:00,17.386533835096
Round 1832 - Turn 10:00,62.14429502148729
Round 1832 - Turn 11:00,17.198749604258964
Round 1832 - Turn 12:00,16.902878284627185
Round 1832 - Turn 13:00,11.972737734148268
Round 1832 - Turn 14:00,53.25231689772204
Round 1832 - Turn 15:00,36.25075994121827
Round 1832 - Turn 16:00,13.304656919174706
Round 1832 - Turn 17:00,31.10087614610921
Round 1832 - Turn 18:00,12.751643090972982
Round 1832 - Turn 19:00,13.582829684529916
Round 1832 - Turn 20:00,10.702175264196248
Round 1832 - Turn 21:00,33.06288197519731
Round 1832 - Turn 22:00,32.131239402883466
Round 1832 - Turn 23:00,33.34500973570369
Round 1833 - Turn 00:00,12.560216627461555
Round 1833 - Turn 01:00,74.34495698927904
Round 1833 - Turn 02:00,18.665240905120893
Round 1833 - Turn 03:00,10.33659056651061
Round 1833 - Turn 04:00,59.45372425066849
Round 1833 - Turn 05:00,21.3168685042056
Round 1833 - Turn 06:00,37.27234090245562
Round 1833 - Turn 07:00,13.818835247323236
Round 1833 - Turn 08:00,11.460642352238361
Round 1833 - Turn 09:00,19.964743640430644
Round 1833 - Turn 10:00,11.71439641651324
Round 1833 - Turn 11:00,52.79434337450867
Round 1833 - Turn 12:00,55.53178871360721
Round 1833 - Turn 13:00,59.77102527351203
Round 1833 - Turn 14:00,14.71721911019304
Round 1833 - Turn 15:00,29.409980176491047
Round 1833 - Turn 16:00,12.421947447685644
Round 1833 - Turn 17:00,20.227290460402287
Round 1833 - Turn 18:00,37.83503838321761
Round 1833 - Turn 19:00,18.358711993336854
Round 1833 - Turn 20:00,26.66313057471887
Round 1833 - Turn 21:00,70.6416956708631
Round 1833 - Turn 22:00,14.704047851478439
Round 1833 - Turn 23:00,11.536090195260677
Round 1834 - Turn 00:00,29.531052514046408
Round 1834 - Turn 01:00,10.37999926003228
Round 1834 - Turn 02:00,71.72263159390494
Round 1834 - Turn 03:00,52.12052401041193
Round 1834 - Turn 04:00,32.87759139015817
Round 1834 - Turn 05:00,49.41867878742291
Round 1834 - Turn 06:00,12.037979661695038
Round 1834 - Turn 07:00,19.89676495749894
Round 1834 - Turn 08:00,19.90633704591697
Round 1834 - Turn 09:00,12.665288334348885
Round 1834 - Turn 10:00,61.45466389338913
Round 1834 - Turn 11:00,22.5130573560041
Round 1834 - Turn 12:00,71.44057864800457
Round 1834 - Turn 13:00,50.16653716420438
Round 1834 - Turn 14:00,56.892663404371014
Round 1834 - Turn 15:00,21.68801183296096
Round 1834 - Turn 16:00,53.729041894333186
Round 1834 - Turn 17:00,38.24823996980166
Round 1834 - Turn 18:00,13.825380085921669
Round 1834 - Turn 19:00,10.730644070440354
Round 1834 - Turn 20:00,47.93694417083671
Round 1834 - Turn 21:00,29.60515871064084
Round 1834 - Turn 22:00,31.03844587906629
Round 1834 - Turn 23:00,12.371497231854114
Round 1835 - Turn 00:00,28.73071578021128
Round 1835 - Turn 01:00,12.07356679097897
Round 1835 - Turn 02:00,19.761977549782454
Round 1835 - Turn 03:00,12.431139699184165
Round 1835 - Turn 04:00,58.26069173773866
Round 1835 - Turn 05:00,42.97355974545373
Round 1835 - Turn 06:00,33.13592364828601
Round 1835 - Turn 07:00,11.431366630618944
Round 1835 - Turn 08:00,71.32907539603994
Round 1835 - Turn 09:00,46.310727405030484
Round 1835 - Turn 10:00,15.025677776319672
Round 1835 - Turn 11:00,9.36769388749947
Round 1835 - Turn 12:00,61.971546748348715
Round 1835 - Turn 13:00,28.001491667415724
Round 1835 - Turn 14:00,13.263385294875986
Round 1835 - Turn 15:00,56.0532155785638
Round 1835 - Turn 16:00,44.76269340857962
Round 1835 - Turn 17:00,15.30257981158325
Round 1835 - Turn 18:00,19.103626186027714
Round 1835 - Turn 19:00,42.60560837046552
Round 1835 - Turn 20:00,23.363376282943378
Round 1835 - Turn 21:00,10.362305259530807
Round 1835 - Turn 22:00,47.849862236895625
Round 1835 - Turn 23:00,18.730346521701648
Round 1836 - Turn 00:00,13.574907579696138
Round 1836 - Turn 01:00,58.27375285630715
Round 1836 - Turn 02:00,65.93189873751349
Round 1836 - Turn 03:00,67.69385814805167
Round 1836 - Turn 04:00,57.916380409319245
Round 1836 - Turn 05:00,30.629171797350985
Round 1836 - Turn 06:00,25.16131418603834
Round 1836 - Turn 07:00,23.297462287960865
Round 1836 - Turn 08:00,14.271393053697157
Round 1836 - Turn 09:00,11.815472274813596
Round 1836 - Turn 10:00,10.790342692806577
Round 1836 - Turn 11:00,62.12617132621254
Round 1836 - Turn 12:00,20.29923192256631
Round 1836 - Turn 13:00,46.11769104048687
Round 1836 - Turn 14:00,64.86653018576054
Round 1836 - Turn 15:00,62.88277252527488
Round 1836 - Turn 16:00,39.453134962796476
Round 1836 - Turn 17:00,30.397633657859274
Round 1836 - Turn 18:00,21.85738712678082
Round 1836 - Turn 19:00,14.630575252415813
Round 1836 - Turn 20:00,23.135019613338486
Round 1836 - Turn 21:00,33.23491624173383
Round 1836 - Turn 22:00,12.440546542498936
Round 1836 - Turn 23:00,33.85942666139776
Round 1837 - Turn 00:00,50.120949278919426
Round 1837 - Turn 01:00,53.29184617687271
Round 1837 - Turn 02:00,32.646269429482494
Round 1837 - Turn 03:00,23.21152416756432
Round 1837 - Turn 04:00,17.476022546566043
Round 1837 - Turn 05:00,10.891540233966127
Round 1837 - Turn 06:00,13.608079659915335
Round 1837 - Turn 07:00,57.97434177045119
Round 1837 - Turn 08:00,58.5416478086097
Round 1837 - Turn 09:00,52.52094930668047
Round 1837 - Turn 10:00,19.726721265350385
Round 1837 - Turn 11:00,71.25926913926956
Round 1837 - Turn 12:00,39.25678059308307
Round 1837 - Turn 13:00,25.21953360944556
Round 1837 - Turn 14:00,18.855749519702567
Round 1837 - Turn 15:00,46.496760352532114
Round 1837 - Turn 16:00,24.662139269505793
Round 1837 - Turn 17:00,60.83868306487214
Round 1837 - Turn 18:00,49.90077078600965
Round 1837 - Turn 19:00,46.225950896183384
Round 1837 - Turn 20:00,35.031987519859825
Round 1837 - Turn 21:00,27.709549953747292
Round 1837 - Turn 22:00,12.288573249431614
Round 1837 - Turn 23:00,11.361453701488719
