battle_turn,pikachu_hp
Round 1828 - Turn 00:00,34.68401066598374
Round 1828 - Turn 01:00,7.372960827070006
Round 1828 - Turn 02:00,64.0807062592568
Round 1828 - Turn 03:00,50.00508087259056
Round 1828 - Turn 04:00,69.2621652323103
Round 1828 - Turn 05:00,35.96729665540759
Round 1828 - Turn 06:00,29.119384704340153
Round 1828 - Turn 07:00,11.506757274152559
Round 1828 - Turn 08:00,25.512699303981456
Round 1828 - Turn 09:00,28.339958570533405
Round 1828 - Turn 10:00,10.728049347907648
Round 1828 - Turn 11:00,14.829036831156689
Round 1828 - Turn 12:00,18.581769418929092
Round 1828 - Turn 13:00,7.263469759677706
Round 1828 - Turn 14:00,11.438720428543686
Round 1828 - Turn 15:00,9.786560120332375
Round 1828 - Turn 16:00,44.222415825918645
Round 1828 - Turn 17:00,29.501922511449585
Round 1828 - Turn 18:00,9.59390506533205
Round 1828 - Turn 19:00,11.694998841527104
Round 1828 - Turn 20:00,17.43447985775667
Round 1828 - Turn 21:00,10.24252936253057
Round 1828 - Turn 22:00,69.25741214076899
Round 1828 - Turn 23:00,68.01970053250824
Round 1829 - Turn 00:00,11.574534012182385
Round 1829 - Turn 01:00,51.270015703495
Round 1829 - Turn 02:00,43.43754510014625
Round 1829 - Turn 03:00,9.083213528857312
Round 1829 - Turn 04:00,65.10945813007679
Round 1829 - Turn 05:00,20.504305304027284
Round 1829 - Turn 06:00,23.4641571497309
Round 1829 - Turn 07:00,8.024257151607962
Round 1829 - Turn 08:00,44.507440414702316
Round 1829 - Turn 09:00,28.61031347138744
Round 1829 - Turn 10:00,8.36213575637894
Round 1829 - Turn 11:00,53.47125431621411
Round 1829 - Turn 12:00,12.35989079643722
Round 1829 - Turn 13:00,28.70093912907845
Round 1829 - Turn 14:00,8.436990184162934
Round 1829 - Turn 15:00,64.09273682030974
Round 1829 - Turn 16:00,64.00213168034449
Round 1829 - Turn 17:00,11.741608970620813
Round 1829 - Turn 18:00,23.047487100777698
Round 1829 - Turn 19:00,10.406063562013603
Round 1829 - Turn 20:00,28.190969685742242
Round 1829 - Turn 21:00,20.73569657449964
Round 1829 - Turn 22:00,19.43737506417061
Round 1829 - Turn 23:00,8.85241985530666
Round 1830 - Turn 00:00,61.683958865922946
Round 1830 - Turn 01:00,45.555178824475206
Round 1830 - Turn 02:00,38.265814426639814
Round 1830 - Turn 03:00,40.055932605068946
Round 1830 - Turn 04:00,22.27585415629744
Round 1830 - Turn 05:00,13.01670467783514
Round 1830 - Turn 06:00,16.41452314719302
Round 1830 - Turn 07:00,53.54006094901118
Round 1830 - Turn 08:00,44.23063274939618
Round 1830 - Turn 09:00,41.3148017529617
Round 1830 - Turn 10:00,12.081743629255204
Round 1830 - Turn 11:00,9.586178980289247
Round 1830 - Turn 12:00,36.71973097094379
Round 1830 - Turn 13:00,13.67408584894742
Round 1830 - Turn 14:00,9.617087425633452
Round 1830 - Turn 15:00,49.88464650160165
Round 1830 - Turn 16:00,17.766458208985252
Round 1830 - Turn 17:00,12.69928361624318
Round 1830 - Turn 18:00,19.405351084775255
Round 1830 - Turn 19:00,7.131250975185492
Round 1830 - Turn 20:00,31.795562890170594
Round 1830 - Turn 21:00,22.602309751898083
Round 1830 - Turn 22:00,14.81382283964272
Round 1830 - Turn 23:00,41.42478428121343
Round 1831 - Turn 00:00,10.408090823860082
Round 1831 - Turn 01:00,8.678795774873127
Round 1831 - Turn 02:00,55.95227371593148
Round 1831 - Turn 03:00,19.803566344045343
Round 1831 - Turn 04:00,6.690609177995219
Round 1831 - Turn 05:00,16.73324871269722
Round 1831 - Turn 06:00,18.131943296814196
Round 1831 - Turn 07:00,68.09382792423753
Round 1831 - Turn 08:00,40.734227200059884
Round 1831 - Turn 09:00,25.323722767596266
Round 1831 - Turn 10:00,10.598681966486843
Round 1831 - Turn 11:00,68.56522961176327
Round 1831 - Turn 12:00,20.05110010278517
Round 1831 - Turn 13:00,7.173804442375795
Round 1831 - Turn 14:00,28.08177417670213
