battle_turn,pikachu_hp
Round 1828 - Turn 00:00,49.632393
Round 1828 - Turn 01:00,53.492043  
Round 1828 - Turn 02:00,30.149742
Round 1828 - Turn 03:00,20.543877
Round 1828 - Turn 04:00,13.946359
Round 1828 - Turn 05:00,54.44713
Round 1828 - Turn 06:00,75.82118
Round 1828 - Turn 07:00,18.184975
Round 1828 - Turn 08:00,27.071625
Round 1828 - Turn 09:00,49.00509
Round 1828 - Turn 10:00,72.105576
Round 1828 - Turn 11:00,49.775414
Round 1828 - Turn 12:00,3.372118
Round 1828 - Turn 13:00,58.945538
Round 1828 - Turn 14:00,12.3175955
Round 1828 - Turn 15:00,11.268793
Round 1828 - Turn 16:00,46.87166
Round 1828 - Turn 17:00,55.93181
Round 1828 - Turn 18:00,29.434206
Round 1828 - Turn 19:00,69.17305
Round 1828 - Turn 20:00,38.951115
Round 1828 - Turn 21:00,9.914459
Round 1828 - Turn 22:00,32.58371
Round 1828 - Turn 23:00,44.55154
Round 1829 - Turn 00:00,76.64772
Round 1829 - Turn 01:00,70.65695
Round 1829 - Turn 02:00,46.170586
Round 1829 - Turn 03:00,1.8073709
Round 1829 - Turn 04:00,42.170765
Round 1829 - Turn 05:00,42.899807
Round 1829 - Turn 06:00,45.363842
Round 1829 - Turn 07:00,55.65172
Round 1829 - Turn 08:00,61.03993
Round 1829 - Turn 09:00,77.9036
Round 1829 - Turn 10:00,29.830372
Round 1829 - Turn 11:00,24.525652
Round 1829 - Turn 12:00,59.445232
Round 1829 - Turn 13:00,58.10223
Round 1829 - Turn 14:00,59.005695
Round 1829 - Turn 15:00,63.255936
Round 1829 - Turn 16:00,39.92409
Round 1829 - Turn 17:00,1.4530203
Round 1829 - Turn 18:00,54.150993
Round 1829 - Turn 19:00,43.42873
Round 1829 - Turn 20:00,73.217865
Round 1829 - Turn 21:00,55.23272
Round 1829 - Turn 22:00,6.070849
Round 1829 - Turn 23:00,46.757183
Round 1830 - Turn 00:00,7.4419026
Round 1830 - Turn 01:00,39.94146
Round 1830 - Turn 02:00,3.4042122
Round 1830 - Turn 03:00,46.291393
Round 1830 - Turn 04:00,38.695236
Round 1830 - Turn 05:00,21.459705
Round 1830 - Turn 06:00,46.124905
Round 1830 - Turn 07:00,74.901855
Round 1830 - Turn 08:00,7.043712
Round 1830 - Turn 09:00,34.929646
Round 1830 - Turn 10:00,56.077946
Round 1830 - Turn 11:00,17.048637
Round 1830 - Turn 12:00,4.0075703
Round 1830 - Turn 13:00,52.745827
Round 1830 - Turn 14:00,25.342867
Round 1830 - Turn 15:00,74.35094
Round 1830 - Turn 16:00,75.78949
Round 1830 - Turn 17:00,1.9300088
Round 1830 - Turn 18:00,45.85694
Round 1830 - Turn 19:00,27.98755
Round 1830 - Turn 20:00,50.08622
Round 1830 - Turn 21:00,68.25341
Round 1830 - Turn 22:00,34.152077
Round 1830 - Turn 23:00,15.225566
Round 1831 - Turn 00:00,31.560484
Round 1831 - Turn 01:00,56.48055
Round 1831 - Turn 02:00,79.189125
Round 1831 - Turn 03:00,73.00652
Round 1831 - Turn 04:00,64.03951
Round 1831 - Turn 05:00,67.58322
Round 1831 - Turn 06:00,5.2535543
Round 1831 - Turn 07:00,46.559242
Round 1831 - Turn 08:00,30.721315
Round 1831 - Turn 09:00,28.558105
Round 1831 - Turn 10:00,74.96504
Round 1831 - Turn 11:00,48.686012
Round 1831 - Turn 12:00,40.03327
Round 1831 - Turn 13:00,12.313646
Round 1831 - Turn 14:00,26.671106
Round 1831 - Turn 15:00,23.677986
Round 1831 - Turn 16:00,26.667421
Round 1831 - Turn 17:00,23.196148
Round 1831 - Turn 18:00,28.219769
Round 1831 - Turn 19:00,11.313985
Round 1831 - Turn 20:00,52.995712
Round 1831 - Turn 21:00,27.74014
Round 1831 - Turn 22:00,30.48813
Round 1831 - Turn 23:00,3.297491
Round 1832 - Turn 00:00,72.06054
Round 1832 - Turn 01:00,74.17733
Round 1832 - Turn 02:00,25.868162
Round 1832 - Turn 03:00,23.535664
Round 1832 - Turn 04:00,66.551285
Round 1832 - Turn 05:00,12.984095
Round 1832 - Turn 06:00,75.787384
Round 1832 - Turn 07:00,26.190796
Round 1832 - Turn 08:00,25.559256
Round 1832 - Turn 09:00,13.91811
Round 1832 - Turn 10:00,69.55329
Round 1832 - Turn 11:00,39.352516
Round 1832 - Turn 12:00,30.720974
Round 1832 - Turn 13:00,53.530968
Round 1832 - Turn 14:00,31.535591
Round 1832 - Turn 15:00,28.533863
Round 1832 - Turn 16:00,35.671967
Round 1832 - Turn 17:00,63.969315
Round 1832 - Turn 18:00,45.976074
Round 1832 - Turn 19:00,29.451357
Round 1832 - Turn 20:00,61.85296
Round 1832 - Turn 21:00,32.288685
Round 1832 - Turn 22:00,68.76686
Round 1832 - Turn 23:00,38.717804
Round 1833 - Turn 00:00,50.708366
Round 1833 - Turn 01:00,7.201634
Round 1833 - Turn 02:00,8.762915
Round 1833 - Turn 03:00,76.49594
Round 1833 - Turn 04:00,46.504635
Round 1833 - Turn 05:00,69.041504
Round 1833 - Turn 06:00,75.19712
Round 1833 - Turn 07:00,39.331482
Round 1833 - Turn 08:00,76.14311
Round 1833 - Turn 09:00,56.26702
Round 1833 - Turn 10:00,6.5992384
Round 1833 - Turn 11:00,12.458751
Round 1833 - Turn 12:00,8.72279
Round 1833 - Turn 13:00,53.25628
Round 1833 - Turn 14:00,16.312466
Round 1833 - Turn 15:00,76.61404
Round 1833 - Turn 16:00,48.716656
Round 1833 - Turn 17:00,78.35546
Round 1833 - Turn 18:00,45.598637
Round 1833 - Turn 19:00,13.180205
Round 1833 - Turn 20:00,5.3204613
Round 1833 - Turn 21:00,62.145634
Round 1833 - Turn 22:00,6.770597
Round 1833 - Turn 23:00,44.624825
Round 1834 - Turn 00:00,23.871328
Round 1834 - Turn 01:00,26.386017
Round 1834 - Turn 02:00,59.805767
Round 1834 - Turn 03:00,46.722042
Round 1834 - Turn 04:00,63.772964
Round 1834 - Turn 05:00,36.215923
Round 1834 - Turn 06:00,62.183212
Round 1834 - Turn 07:00,39.007023
Round 1834 - Turn 08:00,13.795983
Round 1834 - Turn 09:00,3.27737
Round 1834 - Turn 10:00,47.928284
Round 1834 - Turn 11:00,22.867949
Round 1834 - Turn 12:00,57.26354
Round 1834 - Turn 13:00,26.101295
Round 1834 - Turn 14:00,57.201885
Round 1834 - Turn 15:00,25.851896
Round 1834 - Turn 16:00,19.130882
Round 1834 - Turn 17:00,5.3852024
Round 1834 - Turn 18:00,29.90552
Round 1834 - Turn 19:00,15.529931
Round 1834 - Turn 20:00,65.09584
Round 1834 - Turn 21:00,10.080691
Round 1834 - Turn 22:00,3.6525447
Round 1834 - Turn 23:00,20.679932
Round 1835 - Turn 00:00,13.425337
Round 1835 - Turn 01:00,67.23043
Round 1835 - Turn 02:00,5.5851016
Round 1835 - Turn 03:00,19.67776
Round 1835 - Turn 04:00,31.212492
Round 1835 - Turn 05:00,16.735838
Round 1835 - Turn 06:00,62.45812
Round 1835 - Turn 07:00,61.66488
Round 1835 - Turn 08:00,54.73664
Round 1835 - Turn 09:00,36.421505
Round 1835 - Turn 10:00,60.918083
Round 1835 - Turn 11:00,35.80501
Round 1835 - Turn 12:00,66.43432
Round 1835 - Turn 13:00,20.661242
Round 1835 - Turn 14:00,3.0399501
Round 1835 - Turn 15:00,28.151752
Round 1835 - Turn 16:00,33.9912
Round 1835 - Turn 17:00,60.817085
Round 1835 - Turn 18:00,36.40407
Round 1835 - Turn 19:00,38.44587
Round 1835 - Turn 20:00,3.132771
Round 1835 - Turn 21:00,27.696928
Round 1835 - Turn 22:00,25.607267
Round 1835 - Turn 23:00,69.694786
Round 1836 - Turn 00:00,26.35893
Round 1836 - Turn 01:00,77.086136
Round 1836 - Turn 02:00,48.268784
Round 1836 - Turn 03:00,52.98847
Round 1836 - Turn 04:00,62.15555
Round 1836 - Turn 05:00,56.25365
Round 1836 - Turn 06:00,46.760757
Round 1836 - Turn 07:00,48.87861
Round 1836 - Turn 08:00,45.905
Round 1836 - Turn 09:00,6.68811
Round 1836 - Turn 10:00,45.480137
Round 1836 - Turn 11:00,43.42176
Round 1836 - Turn 12:00,67.32606
Round 1836 - Turn 13:00,43.330437
Round 1836 - Turn 14:00,19.316088
Round 1836 - Turn 15:00,8.089532
